timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 01:56:19.416, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 168.93 W, 300.00 W, 63, 2745 MHz
2026/09/23 01:56:20.417, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 83.41 W, 300.00 W, 62, 2745 MHz
2026/09/23 01:56:21.418, 0, 83 %, 72 %, 3567 MiB, 49140 MiB, 214.13 W, 300.00 W, 67, 2370 MHz
2026/09/23 01:56:22.419, 0, 89 %, 78 %, 3567 MiB, 49140 MiB, 272.93 W, 300.00 W, 69, 2565 MHz
2026/09/23 01:56:23.420, 0, 85 %, 75 %, 3567 MiB, 49140 MiB, 275.58 W, 300.00 W, 68, 2445 MHz
2026/09/23 01:56:24.421, 0, 85 %, 75 %, 3567 MiB, 49140 MiB, 272.80 W, 300.00 W, 68, 2430 MHz
2026/09/23 01:56:25.422, 0, 92 %, 82 %, 3567 MiB, 49140 MiB, 275.74 W, 300.00 W, 70, 2460 MHz
2026/09/23 01:56:26.422, 0, 94 %, 84 %, 3567 MiB, 49140 MiB, 275.88 W, 300.00 W, 69, 2490 MHz
2026/09/23 01:56:27.423, 0, 93 %, 81 %, 3567 MiB, 49140 MiB, 276.39 W, 300.00 W, 68, 2505 MHz
2026/09/23 01:56:28.424, 0, 89 %, 78 %, 3567 MiB, 49140 MiB, 275.61 W, 300.00 W, 70, 2355 MHz
2026/09/23 01:56:29.425, 0, 88 %, 78 %, 3567 MiB, 49140 MiB, 272.85 W, 300.00 W, 69, 2475 MHz
2026/09/23 01:56:30.426, 0, 87 %, 76 %, 3567 MiB, 49140 MiB, 275.17 W, 300.00 W, 67, 2505 MHz
2026/09/23 01:56:31.427, 0, 86 %, 75 %, 3567 MiB, 49140 MiB, 274.41 W, 300.00 W, 68, 2535 MHz
2026/09/23 01:56:32.427, 0, 62 %, 40 %, 3567 MiB, 49140 MiB, 267.98 W, 300.00 W, 69, 2520 MHz
2026/09/23 01:56:33.428, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 146.02 W, 300.00 W, 63, 2745 MHz
